Time,RG
13730,1.98051
13740,1.9809
13750,1.98952
13760,1.99063
13770,1.99121
13780,1.96749
13790,1.95131
13800,1.96016
13810,1.94783
13820,1.95471
13830,1.95653
13840,1.96137
13850,1.96508
13860,1.97075
13870,1.9679
13880,1.96215
13890,1.96588
13900,1.98043
13910,1.972
13920,1.97761
13930,1.98243
13940,1.99028
13950,1.99782
13960,1.99583
13970,1.98493
13980,1.99005
13990,2.00365
14000,1.99829
14010,1.98879
14020,2.0076
14030,1.99877
14040,2.01303
14050,2.01682
14060,1.99782
14070,2.00846
14080,2.00395
14090,1.9993
14100,2.00846
14110,2.01045
14120,2.00662
14130,1.99187
14140,2.00629
14150,2.02307
14160,2.01145
14170,2.02334
14180,2.00045
14190,2.0044
14200,2.01007
14210,2.01293
14220,2.02984
14230,2.02458
14240,2.01463
14250,2.0274
14260,2.01905
14270,2.01442
14280,2.0048
14290,2.01026
14300,2.00802
14310,2.011
14320,2.00729
14330,2.01857
14340,2.01823
14350,2.02543
14360,2.01909
14370,2.02718
14380,2.03114
14390,2.02958
14400,2.04116
14410,2.02417
14420,2.04007
14430,2.04898
14440,2.03517
14450,2.02821
14460,2.02934
14470,2.04269
14480,2.04023
14490,2.04428
14500,2.04109
14510,2.03254
14520,2.04303
14530,2.03988
14540,2.0306
14550,2.02813
14560,2.01716
14570,2.01442
14580,2.02004
14590,2.01175
14600,2.02816
14610,2.01709
14620,2.00498
14630,2.0076
14640,2.01674
14650,2.00379
14660,2.00839
14670,2.00696
14680,1.99599
14690,2.00597
14700,2.00841
14710,2.00791
14720,2.01318
14730,2.01332
14740,2.00895
14750,1.99347
14760,2.00182
14770,1.99715
14780,2.00017
14790,2.00637
14800,2.00294
14810,2.00521
14820,2.00842
14830,1.99835
14840,2.0019
14850,1.99249
14860,1.98625
14870,1.98751
14880,1.99913
14890,1.98522
14900,1.99799
14910,1.98167
14920,1.98562
14930,1.98827
14940,1.99231
14950,1.97622
14960,1.98112
14970,1.98484
14980,1.98683
14990,1.98173
15000,1.97442
15010,1.98771
15020,1.9774
15030,1.98412
15040,1.9731
15050,1.96446
15060,1.9659
15070,1.97755
15080,1.97113
15090,1.9659
15100,1.98761
15110,1.97164
15120,1.96909
15130,1.97268
15140,1.98325
15150,1.97029
15160,1.97787
15170,1.97948
15180,1.98646
15190,1.98252
15200,1.97718
15210,1.99225
15220,1.97034
15230,1.98885
15240,1.98678
15250,1.97722
15260,1.98815
15270,1.97277
15280,1.97013
15290,1.98165
15300,1.96121
15310,1.9696
15320,1.96217
15330,1.97121
15340,1.97806
15350,1.9719
15360,1.97345
15370,1.95748
15380,1.96631
15390,1.95813
15400,1.95567
15410,1.95764
15420,1.9571
15430,1.96165
15440,1.95155
15450,1.95148
15460,1.95797
15470,1.94955
15480,1.95401
15490,1.95719
15500,1.94841
15510,1.94393
15520,1.95451
15530,1.95393
15540,1.95271
15550,1.95337
15560,1.94378
15570,1.95135
15580,1.93469
15590,1.93644
15600,1.92983
15610,1.92843
15620,1.92195
15630,1.93531
15640,1.93655
15650,1.92725
15660,1.92717
15670,1.92878
15680,1.9464
15690,1.9381
15700,1.93649
15710,1.92233
15720,1.9247
15730,1.92363
15740,1.9364
15750,1.93477
15760,1.94348
15770,1.92631
15780,1.93897
15790,1.93364
15800,1.93331
15810,1.93941
15820,1.94193
15830,1.93874
15840,1.94298
15850,1.94224
15860,1.94509
15870,1.94542
15880,1.95401
15890,1.93756
15900,1.9637
15910,1.95964
15920,1.96303
15930,1.95298
15940,1.95715
15950,1.95479
15960,1.96199
15970,1.96314
15980,1.95608
15990,1.96876
16000,1.95878
16010,1.94688
16020,1.94677
16030,1.94048
16040,1.94678
16050,1.95562
16060,1.97042
16070,1.96147
16080,1.98027
16090,1.97596
16100,1.97272
16110,1.96111
16120,1.95372
16130,1.94065
16140,1.94451
16150,1.94604
16160,1.93197
16170,1.94411
16180,1.93454
16190,1.93247
16200,1.93001
16210,1.93279
16220,1.9283
16230,1.93104
16240,1.94101
16250,1.93172
16260,1.92747
16270,1.94358
16280,1.9273
16290,1.94254
16300,1.9414
16310,1.92986
16320,1.94105
16330,1.92991
16340,1.93945
16350,1.94558
16360,1.95904
16370,1.95903
16380,1.95991
16390,1.94472
16400,1.95227
16410,1.97168
16420,1.96525
16430,1.97126
16440,1.9708
16450,1.97424
16460,1.96957
16470,1.96422
16480,1.95582
16490,1.95712
16500,1.95399
16510,1.95073
16520,1.94741
16530,1.9496
16540,1.96571
16550,1.96502
16560,1.96652
16570,1.96874
16580,1.98666
16590,1.98133
16600,1.96818
16610,1.95935
16620,1.95291
16630,1.95628
